target,text
0,work
0,i dunno lei like dun haf
1,u subscrib best mobil content servic uk per ten day send stop 83435 helplin 08706091795
0,u definit need modul e human di sem izzit u wan 2 take modul 1st
0,ffffffffff alright way i meet sooner
0,i go 4 lunch wif famili aft dat go str 2 orchard lor
0,waaaat lololo ok next time
1,new textbuddi chat 2 horni guy ur area 4 25p free 2 receiv search postcod txt one name 89693
0,oh u must taken real valentin shop first
0,anyway go shop co si done yet dun disturb u liao
0,how noe she da car later c lar i wear short
0,oh think wi nz player unsold
0,aight time want come
0,dont make ne plan nxt wknd coz want us come ok
0,ìï give time walk
0,a bloo bloo bloo i miss first bowl
0,call i unabl cal let meet bhaskar deep
0,finish alreadi yar keep say mushi i embarrass ok
1,winner as valu network custom select receivea prize reward to claim call 09061701461 claim code kl341 valid 12 hour
0,ok prob i come lunch
0,onc free call sir i wait
0,my sister got place birla soft da
0,come right ahmad
0,arun u transfr amt
1,hard live 121 chat choos girl connect live call 09094646899 cheap chat uk biggest live servic vu bcm1896wc1n3xx
0,fine do rememb
1,free rington text first 87131 poli text get 87131 true tone help 0845 2814032 16 1st free tone txt stop
0,my drive read i need write
0,have practis curtsey
0,you sure i tri make xavier smoke i want smoke told i smoke much
0,after work ah den 6 plu lor u workin oso rite den go orchard lor place go liao
0,good think could send pix i would love see top bottom
0,s take mokka player
0,it common hearin how r u wat r u how ur day so let ask u someth differ did u smile today if gud evng
0,hey around i got enough half ten i owe
0,anyth lor u decid
0,v romant
0,i reach home 5 min
0,dude ive see lotta corvett late
0,ju finish blow hair u finish dinner alreadi
0,ok
0,mani happi return day i wish happi birthday
0,great have safe trip dont panic surrend
0,i ask sen come chennai search job
0,great i church holla get
0,indian r poor india poor countri say one swiss bank director he say lt gt lac indian money deposit swiss bank use budget lt gt yr can give lt gt crore job indian from villag delhi 4 lane road forev free power supli lt gt social project everi citizen get monthli lt gt lt gt yr no need world bank amp imf loan think money block rich politician we full right corrupt politician itna forward karo ki pura india
0,thanx 4 2day u r goodmat i think ur rite sari asusu 1 u cheer me up love u franyxxxxx
0,forgot tell smth can like number section clearer
0,nokia phone lovli
0,aight yo dat straight dogg
0,sac score big set batsman
0,even friend priest call
0,can i free
0,hey for leav friday wait ask superior tell
0,ju finish bath
0,beauti truth express face could be seen everyon but depress heart could understood by love one gud ni8
0,i done
0,whi ask princess
0,did u receiv msg
0,i real babi i want bring inner tigress
0,she said u mind i go bedroom minut ok i sed sexi mood she came 5 minut latr wid cake n my wife
0,mum ask buy food home
0,compliment wa away system how side
0,anyth lor juz us lor
0,are u come funer home
0,doe g class earli tomorrow thu tri smoke lt gt
0,nope c
0,yeah jay sort fuck retard
0,draw va dont think
0,look at the fuckin time what the fuck you think is up
0,are sure mean
0,so mean still think teju
0,thank u
0,even cant close eye vava play umma
0,fun fact although would think armand would eventu build toler shit consid much smoke get fuck like 2 hit
0,k k good studi well
0,i realis busi guy tri bother i get exam outta way tri car do gr8 day
0,you readi big day tomorrow
1,you guarante 32000 award mayb even cash claim ur award call free 0800 it legitimat efreefon number wat u think
0,ew one
1,we tri call repli sm video mobil 750 min unlimit text free camcord repli call 08000930705 del thur
0,what dog must i alway wait till end day word did run time cell alreadi
1,latest new polic station toilet stolen cop noth go
0,k i leav soon littl 9
0,k come wenev u lik come also tel vikki come get free time
0,i way home went chang batt 4 watch go shop bit lor
0,hi kate even i hope see tomorrow bit bloodi babyjontet txt back u xxx
1,text pass 69669 collect polyphon rington normal gpr charg appli enjoy tone
0,is come friday leav pongal get news work place
1,urgent ur award complimentari trip eurodisinc trav aco entry41 or to claim txt di 87121 morefrmmob shracomorsglsuplt 10 ls1 3aj
1,import inform 4 orang user 0789xxxxxxx today lucki day 2find log onto http there a fantast surpris await you
0,how r go send
0,wa nice day impress sensibl went home earli feel fine or bore when ca rememb
0,what sunday holiday work
0,it askd u knw tht
1,custom loyalti offer the new nokia6650 mobil onli txtauction txt word start no 81151 get now 4t ctxt tc
0,oh ye like tortur watch england
0,life spend someon lifetim may meaningless moment spent someon realli love mean life
0,whi want talk
0,that rude campu
0,hard but true how much show amp express love someon much hurt leav get seper even
0,piti mood so suggest
0,call senthil hsbc
0,i gentl princess we make sweet gentl love
0,hope great day
0,oic co n si got lunch today dad went so dunno whether 2 eat sch wat
0,oh ask fun haha take care
0,yar lor wait 4 mum 2 finish sch lunch lor i whole morn stay home clean room room quit clean hee
1,the current lead bid 151 to paus auction send out custom care 08718726270
0,not plan yet go join compani jan 5 know happen
0,ya cant display intern sub got ta extract
0,ìï readi call
0,i home pleas call
0,rat hey u ever vote next theme
1,urgent your mobil no 077xxx won bonu caller prize thi 2nd attempt reach you call 09066362206 asap box97n7qp 150ppm
1,custom may claim free camera phone upgrad pay go sim card loyalti call 0845 021 end c appli
1,am new 2 club dont fink met yet will b gr8 2 c u pleas leav msg 2day wiv ur area 09099726553 repli promis carli x lkpobox177hp51fl
0,do u still plumber tape wrench could borrow
0,no mean fat head
0,twenti past five said train durham alreadi coz reserv seat
1,want funk ur fone weekli new tone repli tones2u 2 text origin n best tone 3gbp network oper rate appli
0,merri christma u anni
0,how enjoy semest take care brother
0,we okay go sleep later
0,on road cant txt
0,hi darlin how wa work did u get into troubl ijust talk to your mum all morn i had a realli good time last night im goin out soon but call me if u can
1,thi messag free welcom new improv sex dog club to unsubscrib servic repli stop msg 150p 18
1,win year suppli cd 4 store ur choic worth enter weekli draw txt music 87066 ts cs
0,awesom minut
0,so anyway go gym whatev love smile i hope ok good day babe i miss much alreadi
1,thi messag free welcom new improv sex dog club to unsubscrib servic repli stop msg 150p
0,ìï v fan
1,dorothi bank granit issu explos pick for our member up over 300 nasdaq symbol cdgt that per
0,rightio well arent bright earli morn
0,cab pick drop door step
1,you 1 new messag pleas call 08712400200
0,aight call close
0,i eatin lor goin back work soon e mountain deer show huh i watch b4 liao nice
0,just got part nottingham 3 hr 63mile good thing love man much 40mph hey ho
0,moji love word have rich day
0,u wake alreadi wat u u pick us later rite i take sq825 reach ard 7 smth 8 like dat u check e arriv time c ya soon
0,no messag responc happend
0,sure i see i come bit
0,our prasanth ettan mother pass away last night just pray famili
0,post l8r in class
0,it site simul test it give tough question test readi
0,how long take get
0,oh yah we never cancel leh haha
1,do realiz 40 year thousand old ladi run around tattoo
0,oic then better quickli go bath n settl
0,i sent
0,no gon na abl late notic home week anyway plan
0,did get gift thi year didnt get anyth so bad
0,no prob hon how u doinat mo
0,from 5 2 work time
0,u horribl gal u knew dat go wif yest n u still come n ask
0,yar lor actual quit fast co da ge slow wat haha
0,awesom i see bit
1,custom servic annonc you new year deliveri wait pleas call 07046744435 arrang deliveri
0,i remain unconvinc elabor test willpow
0,haha yeah 2 oz kind shitload
0,babe i lost
0,i accident delet messag resend pleas
0,sat right okay thank
0,dont hesit you know second time weak like so keep notebook eat day anyth chang day sure noth
0,got ur mail muchand look forward lot support less contact rememb one venugop late shall tri come till dear
0,wat time u wan 2 meet later
0,are will go app class
0,also chat awesom make regular unless see person
0,nope juz work
0,so is th gower mate which is where i am how r u man all is good in wale ill b back åômorrow c u thi wk who wa the msg 4 åð random
1,pleas call 08712402578 immedi urgent messag wait
0,did tri make anoth butt
0,we get worri derek taylor alreadi assum worst
0,i outsid offic take
0,i send print out da
0,watch cartoon listen music amp eve go templ amp church what u
0,got got 2 colour lor one colour quit light n e darker lor actual done style hair
0,lem know
0,c u
0,hunni wot u up 2 2nite didnt end up goin down town ju da pub instead ju chillin at da mo in me bedroom love jen
0,okay well thank clarif
0,man bu slow i think gon na get
0,you studi alon without anyon help if cant need studi
0,increas chanc win
0,ranjith cal drpd deeraj deepak 5min hold
0,call u done
0,then wait 4 u lor no need 2 feel bad lar
0,now i go 4 dinner soon
0,thank much when skype wit kz sura didnt get pleasur compani hope good we given ultimatum oh we countin aburo enjoy thi messag sent day ago
0,sindu got job birla soft
0,that seem unnecessarili affection
0,hi u decid wot 2 get 4 bday ill prob ju get voucher frm virgin sumf
0,go noth
0,y dun cut short leh u dun like ah she fail she quit sad
0,when u wana see
0,i told number gautham
0,ok u enjoy ur show
0,it make cri it stuff happen top everyth els push edg you underdtand often cri sorri sorri life
1,urgent last weekend draw show cash spanish holiday call now 09050000332 claim t c rstm sw7 3ss 150ppm
0,sorri uncl keep touch
1,get ur 1st rington free now repli msg tone gr8 top 20 tone phone everi week per wk 2 opt send stop 08452810071 16
0,hello beauti r u ok i kinda ad row wiv walk pub i want night wiv u miss u
0,simpli sit watch match offic
0,k wen ur free come home also tel vikki hav sent mail also better come even il free today aftr 6pm
0,whi dint come us
0,just ever easier
0,hello boytoy i made home constant thought love i hope nice visit i ca wait till come home kiss
0,
0,gon na let know co come bak holiday day come number
0,both shoot big load get readi
0,i get threat sale execut shifad rais complaint it offici messag
0,babe i back come back
0,good friend care other close friend understand other true friend stay forev beyond word beyond time gud ni8
0,idp linux system
0,remind get i shall
0,for love start feel i need everi time around first thing come would start day end everi time i everi breath life happen around life name would cri give happi take readi fight anyon love i craziest thing i proov anyon girl beauti ladi whole alway sing prais i start make chicken curri end maki beauti get everi morn thank god day would like say lot tell later
0,serious tell her those exact word right now
0,s first time dhoni rock
0,you said no problem when let know
0,no need lar ju test e phone card dunno network gd thk me wait 4 si 2 finish bath bath dun disturb u liao u clean ur room
0,have bookedth hut and also time how way
